Timestamp,pidex1.pv,pidex1.mv,pidex1.sv,pidex1.kp,pidex1.Ti,pidex1.Td,pidex1.Ess,pidex1.OverShoot,pidex1.SettlingTime,pidex1.OutputRange,pidex1.NoiseLevel,pidex1.Tf,pidex1.RampRate,pidex1.Ts
时间戳,PIDEX过程变量,PIDEX输出值,PIDEX设定值,比例系数,积分时间,微分时间,系统稳态误差,超调量,调节时间,控制输出范围,测量噪声,设定值滤波时间常数,设定值变化率,采样时间
2025/03/12 20:28:05,0,29.192525403180827,0.25,120,2,0,0.0,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:28:10,0.0,33.40931856561608,0.25,120,2,0,0.0,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:28:15,0.018584538877007815,29.84505483803656,0.25,120,2,0,0.0,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:28:20,0.0379314736709358,30.720159421684514,0.25,120,2,0,0.0,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:28:25,0.05418543230321646,32.28883914130094,0.25,120,2,0,0.0,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:28:30,0.0704604756430349,28.98970470329872,0.25,120,2,0,0.0,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:28:35,0.08727359767748999,27.66975043893469,0.25,120,2,0,0.0,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:28:40,0.10156376693087579,28.760846701622942,0.25,120,2,0,0.0,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:28:45,0.11468553977347849,26.312384468809196,0.25,120,2,0,0.0,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:28:50,0.12822047692064806,25.678307143739243,0.25,120,2,0,0.18870946982033127,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:28:55,0.1399227755740814,25.34194300099775,0.25,120,2,0,0.17471719226292312,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:00,0.1509960485800289,22.905779387015567,0.25,120,2,0,0.15961758740492024,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:05,0.16165046875228423,25.996250475122576,0.25,120,2,0,0.1453109944173926,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:10,0.17056398025732744,23.268197711274937,0.25,120,2,0,0.13204774375875344,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:15,0.1812907542479409,21.585689211273387,0.25,120,2,0,0.11933721156428098,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:20,0.19010048477928937,22.02153338562429,0.25,120,2,0,0.10737321065065555,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:25,0.1976949646120445,20.512965165944507,0.25,120,2,0,0.09633107395720009,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:30,0.20544532026707923,23.09262470143164,0.25,120,2,0,0.08594291862357975,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:35,0.21211358942093306,20.55688660006411,0.25,120,2,0,0.07620011365883429,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:40,0.220321235684983,18.83353057709524,0.25,120,2,0,0.0669900377824008,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:45,0.2267901402233498,19.79496506518971,0.25,120,2,0,0.05830330131747395,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:50,0.23206546854575158,17.14019063023765,0.25,120,2,0,0.0501963593209017,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:29:55,0.2378752218995104,16.1297368040271,0.25,120,2,0,0.04257388400617908,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:00,0.24191039872874842,17.95428383251692,0.25,120,2,0,0.035439242159036974,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:05,0.24524422056342376,15.295085091176748,0.25,120,2,0,0.029043895527488685,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:10,0.24969196437119537,14.820252908718228,0.25,120,2,0,0.023084747568298085,0.0,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:15,0.25238377868471595,14.290596078715332,0.25,120,2,0,0.018092621897974132,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:20,0.2547354309631243,14.45937458643964,0.25,120,2,0,0.014110697020994484,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:25,0.2567169698919937,15.250452615898167,0.25,120,2,0,0.010993752952287161,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:30,0.2587783326273639,14.780646462447358,0.25,120,2,0,0.008903709783521849,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:35,0.2613146874596459,15.747403900032122,0.25,120,2,0,0.007714192551821422,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:40,0.2635168908929228,15.153486734932802,0.25,120,2,0,0.00727242849568886,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:45,0.2663042449173125,14.809644929639113,0.25,120,2,0,0.0076903751773711535,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:50,0.2686753214914643,13.007547171596512,0.25,120,2,0,0.008748947199392423,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:30:55,0.27079518221917015,14.787146608737507,0.25,120,2,0,0.010352887477651816,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:00,0.27173901730546823,12.601981118744218,0.25,120,2,0,0.012495985645318175,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:05,0.2738030053907772,12.448774488381343,0.25,120,2,0,0.014637908315924297,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:10,0.2744480140875196,13.127685766449567,0.25,120,2,0,0.01660916662836383,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:15,0.27498680359949995,12.435486245320275,0.25,120,2,0,0.018436149999114453,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:20,0.27595055466392354,11.455431609336756,0.25,120,2,0,0.02015337220277042,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:25,0.27646069293103903,11.412143034785759,0.25,120,2,0,0.021667972749909732,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:30,0.27634006612107964,11.988834676982448,0.25,120,2,0,0.022950290272725417,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:35,0.27619349844816565,11.163847710366865,0.25,120,2,0,0.02393921562581073,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:40,0.2764160298960816,9.2734066509081,0.25,120,2,0,0.02471328646627246,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:45,0.27611037386163806,9.58339451785475,0.25,120,2,0,0.02524480563051925,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:50,0.27460532526665243,10.940633549276876,0.25,120,2,0,0.02553143642663767,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:31:55,0.27331784064301035,10.081005200487827,0.25,120,2,0,0.02548291995186099,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:00,0.2729117419435861,10.32609992421754,0.25,120,2,0,0.025329292737467635,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:05,0.2719638649239786,10.721513786436091,0.25,120,2,0,0.025026998869915502,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:10,0.2711848223547494,8.659831565743694,0.25,120,2,0,0.024550425638998084,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:15,0.2706680467569065,9.802288339522207,0.25,120,2,0,0.02397116102158483,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:20,0.268845762654132,10.111561604067578,0.25,120,2,0,0.023221730674890067,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:25,0.2677755234471175,10.57719287970063,0.25,120,2,0,0.022379933174785253,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:30,0.2669167394286257,12.79762107028208,0.25,120,2,0,0.021430004128039665,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:35,0.2663660944051159,11.554047368967037,0.25,120,2,0,0.02045557618238745,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:40,0.2672365354430109,9.03501267497843,0.25,120,2,0,0.019718697200023293,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:45,0.26730341290947784,9.126703098221267,0.25,120,2,0,0.019117254426670043,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:50,0.2657657111254734,10.66589227257909,0.25,120,2,0,0.01840265134485878,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:32:55,0.26430737867373816,10.569593176892045,0.25,120,2,0,0.017637002719834732,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:00,0.26384889428326724,10.771421197471863,0.25,120,2,0,0.016903409912686518,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:05,0.26333539365652264,10.38376663339156,0.25,120,2,0,0.016170144602648134,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:10,0.2629574316362856,10.158216700866088,0.25,120,2,0,0.015581311500863494,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:15,0.26233787526082536,9.5876147316577,0.25,120,2,0,0.015037546682234277,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:20,0.26158325177521247,10.095257072570432,0.25,120,2,0,0.014504197916892952,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:25,0.26047576577931314,10.37290392652938,0.25,120,2,0,0.013915165054312678,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:30,0.25970673634104974,9.426498681515426,0.25,120,2,0,0.013162185144116562,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:35,0.2591250927855866,10.49810092744016,0.25,120,2,0,0.012344353131727437,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:40,0.25794899953968425,7.653005639066253,0.25,120,2,0,0.01156268197314852,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:45,0.2574714155783055,11.711613503346692,0.25,120,2,0,0.010879085663605254,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:50,0.2551892198408204,9.976319651022482,0.25,120,2,0,0.010013118219360568,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
2025/03/12 20:33:55,0.25552259190218757,11.944517503099322,0.25,120,2,0,0.009231838043927059,0.9535114738863815,0.0,"[0.0, 100.0]",0.01,1.0,0.0,5.0
